drug_name,drug_id,disease_name,disease_id
methimazole,CHEBI:50673,hyperthyroidism,MONDO:0004425
norfloxacin,CHEBI:100246,Female pelvic cellulitis,UMLS:C0349734
amcinonide,CHEBI:31199,Pruritus Ani,UMLS:C0033775
norfloxacin,CHEBI:100246,Infective cystitis,UMLS:C0600041
orciprenaline,CHEBI:6792,asthma,MONDO:0004979
sulfogaiacol,CHEBI:85537,rhinitis,MONDO:0003014
triamcinolone,CHEBI:9667,skin disorder,MONDO:0005093
cefalotin,CHEBI:124991,arthropathy,MONDO:0006816
moclobemide,CHEBI:83531,depressive disorder,MONDO:0002050
norfloxacin,CHEBI:100246,Acute bacterial sinusitis,UMLS:C0275556
pramocaine,CHEBI:8357,hemorrhoid,MONDO:0004872
alclometasone dipropionate,CHEBI:31184,discoid lupus erythematosus,MONDO:0019558
pomalidomide,CHEBI:72690,plasma cell myeloma,MONDO:0009693
amantadine,CHEBI:2618,Influenza caused by Influenza A virus,UMLS:C2711180
ceftriaxone,CHEBI:29007,Acute gonococcal urethritis,UMLS:C0275652
ciprofloxacin,CHEBI:100241,Infective cystitis,UMLS:C0600041
cefazolin,CHEBI:474053,staphylococcal pneumonia,MONDO:0005970
trovafloxacin,CHEBI:9763,Postoperative infection,UMLS:C0392618
levofloxacin,CHEBI:63598,staphylococcus aureus infection,MONDO:0005545
desoximetasone,CHEBI:691037,Pruritus of genital organs,UMLS:C0033777
cefmetazole,CHEBI:3489,streptococcal pneumonia,MONDO:0005972
chlorpheniramine,CHEBI:52010,allergic rhinitis,MONDO:0011786
desloratadine,CHEBI:291342,allergic rhinitis,MONDO:0011786
norfloxacin,CHEBI:100246,Bacterial urinary infection,UMLS:C0729524
colchicine,CHEBI:27882,Chronic gouty arthritis,UMLS:C0268108
metronidazole,CHEBI:6909,Abdominal Abscess,UMLS:C0243001
amoxicillin,CHEBI:2676,pharyngitis,MONDO:0002258
calcifediol,CHEBI:17933,Hypocalcemia,HP:0002901
moxifloxacin,CHEBI:63611,peritonitis,MONDO:0004522
mercaptopurine,PUBCHEM.COMPOUND:667490,acute promyelocytic leukemia,MONDO:0012883
brompheniramine,CHEBI:3183,Rhinorrhea,HP:0031417
cladribine,CHEBI:567361,relapsing-remitting multiple sclerosis,MONDO:0005314
orciprenaline,CHEBI:6792,pulmonary emphysema,MONDO:0004849
levofloxacin,CHEBI:63598,Mycoplasma pneumoniae pneumonia,MONDO:0005867
risperidone,CHEBI:8871,bipolar disorder,MONDO:0004985
norfloxacin,CHEBI:100246,bronchitis,MONDO:0003781
cefpodoxime,CHEBI:3504,Haemophilus influenzae otitis media,UMLS:C0276027
proglumetacin,CHEBI:76263,arthritic joint disease,MONDO:0005578
nafcillin,CHEBI:7447,Staphylococcal meningitis,UMLS:C0154640
azlocillin,CHEBI:2956,Pneumonia caused by Escherichia coli,UMLS:C0276089
fluocinolone acetonide,CHEBI:5108,choroiditis,MONDO:0001280
amikacin,CHEBI:2637,arthropathy,MONDO:0006816
alclometasone dipropionate,CHEBI:31184,seborrheic dermatitis,MONDO:0006608
ceftriaxone,CHEBI:29007,gonorrhea,MONDO:0004277
bupropion,CHEBI:3219,obesity disorder,MONDO:0011122
diazoxide,CHEBI:4495,pancreatic insulinoma,MONDO:0024677
clarithromycin,CHEBI:3732,Acute otitis media,HP:0000371
ofloxacin,CHEBI:194135,staphylococcal pneumonia,MONDO:0005970
furagin,CHEBI:131714,bacterial urinary tract infection,MONDO:0005247
chlorpheniramine,CHEBI:52010,Sneeze,HP:0025095
verapamil,CHEBI:77733,atrial fibrillation,MONDO:0004981
elacestrant,CHEBI:229213,breast cancer,MONDO:0007254
ceftriaxone,CHEBI:29007,streptococcal pneumonia,MONDO:0005972
triamcinolone,CHEBI:9667,congenital adrenal hyperplasia,MONDO:0018479
eflornithine,CHEBI:41948,human African trypanosomiasis,MONDO:0005459
garenoxacin,CHEBI:131716,Infective otitis media,UMLS:C0729586
cefamandole,CHEBI:3480,Klebsiella cystitis,UMLS:C0520775
gatifloxacin,CHEBI:5280,Urinary tract infection caused by Escherichia coli,UMLS:C0577708
betamethasone,CHEBI:3077,Pruritus of genital organs,UMLS:C0033777
tetracycline,CHEBI:27902,pneumonia,MONDO:0005249
azatadine,CHEBI:2946,Sneeze,HP:0025095
cyclophosphamide,CHEBI:4027,retinoblastoma,MONDO:0008380
apraclonidine,CHEBI:2788,open-angle glaucoma,MONDO:0005338
cefazolin,CHEBI:474053,bacterial pneumonia,MONDO:0004652
azacitidine,CHEBI:2038,acute myeloid leukemia,MONDO:0018874
vasopressin,CHEBI:34543,hemophilia A,MONDO:0010602
trovafloxacin,CHEBI:9763,Acute Moraxella catarrhalis bronchitis,UMLS:C0339932
tropisetron,UNII:6I819NIK1W,Chemotherapy-induced nausea and vomiting,UMLS:C0401160
felodipine,CHEBI:585948,hypertensive disorder,MONDO:0005044
methylprednisolone,CHEBI:6888,juvenile idiopathic arthritis,MONDO:0011429
clemastine,CHEBI:3738,atopic conjunctivitis,MONDO:0005642
ceftriaxone,CHEBI:29007,Gonococcal endocarditis,UMLS:C0153227
ofloxacin,CHEBI:194135,Urinary tract infection caused by Escherichia coli,UMLS:C0577708
ofloxacin,CHEBI:194135,Infective otitis media,UMLS:C0729586
levofloxacin,CHEBI:63598,bacterial pneumonia,MONDO:0004652
norfloxacin,CHEBI:100246,Acute exacerbation of chronic bronchitis,UMLS:C0856695
ofloxacin,CHEBI:194135,Klebsiella cystitis,UMLS:C0520775
flumethasone pivalate,CHEBI:31620,contact dermatitis,MONDO:0005480
(-)-adrenaline,CHEBI:28918,Exacerbation of asthma,UMLS:C0349790
naproxen,CHEBI:7476,tendinitis,MONDO:0004857
amphotericin B,CHEBI:2682,Pulmonary cryptococcosis,UMLS:C0276688
captopril,CHEBI:3380,diabetic kidney disease,MONDO:0005016
edoxaban,CHEBI:85973,Embolism,UMLS:C0013922
trovafloxacin,CHEBI:9763,Gonorrhea of rectum,UMLS:C0275665
streptomycin,CHEBI:17076,tularemia,MONDO:0018077
cefuroxime,CHEBI:3515,osteomyelitis,MONDO:0005246
fenfluramine,CHEBI:5000,obesity disorder,MONDO:0011122
clavulanic acid,CHEBI:48947,Bacterial otitis media,UMLS:C1698510
betamethasone,CHEBI:3077,aspiration pneumonitis,MONDO:0002572
romidepsin,CHEBI:61080,mature T-cell and NK-cell non-Hodgkin lymphoma,MONDO:0000430
zinc acetate,PUBCHEM.COMPOUND:11192,Traumatic Wound,UMLS:C0043250
tizanidine,CHEBI:63629,Spasticity,HP:0001257
bexagliflozin,CHEBI:229225,type 2 diabetes mellitus,MONDO:0005148
triamcinolone,CHEBI:9667,follicular lymphoma,MONDO:0018906
sertraline,CHEBI:9123,panic disorder,MONDO:0005383
pyrantel,CHEBI:8654,Mixed intestinal infection caused by Cestoda and/or Trematoda and/or Phylum Nemata,UMLS:C0153303
esomeprazole,CHEBI:50275,peptic esophagitis,MONDO:0006896
cortisol,CHEBI:5783,contact dermatitis,MONDO:0005480
azapropazone,CHEBI:38010,rheumatoid arthritis,MONDO:0008383
prednisolone,CHEBI:8378,allergic bronchopulmonary aspergillosis,MONDO:0015243
sorafenib,CHEBI:50924,hepatocellular carcinoma,MONDO:0007256
zinc acetate,PUBCHEM.COMPOUND:11192,otitis externa,MONDO:0004795
oxacillin,CHEBI:7809,Recurrent lower respiratory tract infections,HP:0002783
doxycycline,PUBCHEM.COMPOUND:54671203,brucellosis,MONDO:0005683
clavulanic acid,CHEBI:48947,staphylococcus aureus infection,MONDO:0005545
fluocinolone acetonide,CHEBI:5108,Pruritus of genital organs,UMLS:C0033777
cefepime,CHEBI:478164,Bacterial urinary infection,UMLS:C0729524
hexamidine,CHEBI:87184,Acanthamoeba keratitis,MONDO:0005629
prazosin,CHEBI:8364,hypertensive disorder,MONDO:0005044
ciprofloxacin,CHEBI:100241,Proteus urinary tract infection,UMLS:C0577709
demeclocycline,UNII:5R5W9ICI6O,Rocky mountain spotted fever,MONDO:0019359
methapyrilene,CHEBI:6820,vasomotor rhinitis,MONDO:0006004
valacyclovir,CHEBI:35854,herpes zoster,MONDO:0005609
regorafenib,CHEBI:68647,metastasis from malignant tumor of colon,MONDO:0041448
minocycline,CHEBI:50694,cholera,MONDO:0015766
paramethadione,CHEBI:7921,epilepsy,MONDO:0005027
cefadroxil,CHEBI:3479,Group A Streptococcal Infections,UMLS:C0554628
dronedarone,CHEBI:50659,Paroxysmal atrial fibrillation,HP:0004757
ipriflavone,CHEBI:31719,postmenopausal osteoporosis,MONDO:0008159
diphenylpyraline,CHEBI:59788,allergic rhinitis,MONDO:0011786
cyclizine,CHEBI:3994,Rhinorrhea,HP:0031417
acemetacin,CHEBI:31162,ankylosing spondylitis,MONDO:0005306
sulfacetamide,CHEBI:63845,seborrheic dermatitis,MONDO:0006608
pravastatin,CHEBI:63618,Hypercholesterolemia,HP:0003124
chloroquine,CHEBI:3638,discoid lupus erythematosus,MONDO:0019558
hydrocodone,CHEBI:5779,Rhinorrhea,HP:0031417
olanzapine,CHEBI:7735,major depressive disorder,MONDO:0002009
desloratadine,CHEBI:291342,atopic conjunctivitis,MONDO:0005642
perazine,CHEBI:59118,Nausea and vomiting,HP:0002017
vancomycin,CHEBI:28001,Bacterial sepsis,UMLS:C0684256
azithromycin,CHEBI:2955,Mycoplasma pneumoniae pneumonia,MONDO:0005867
carbenicillin,CHEBI:3393,Proteus urinary tract infection,UMLS:C0577709
amoxapine,CHEBI:2675,depressive disorder,MONDO:0002050
famotidine,CHEBI:4975,Erosive esophagitis,UMLS:C0267055
glimepiride,CHEBI:5383,type 2 diabetes mellitus,MONDO:0005148
apremilast,CHEBI:78540,Chronic small plaque psoriasis,UMLS:C0406317
cefadroxil,CHEBI:3479,tonsillitis,MONDO:0001039
cefotaxime,CHEBI:94427,Klebsiella cystitis,UMLS:C0520775
trimethobenzamide,CHEBI:27796,Nausea and vomiting,HP:0002017
sunitinib,CHEBI:38940,gastrointestinal stromal tumor,MONDO:0011719
cefiderocol,CHEBI:140376,gram-negative bacterial infections,MONDO:0021678
diclofenac,CHEBI:47381,rheumatoid arthritis,MONDO:0008383
cephradine,CHEBI:3547,Bacterial otitis media,UMLS:C1698510
tolnaftate,CHEBI:9620,pityriasis versicolor,MONDO:0005915
zinc acetate,PUBCHEM.COMPOUND:11192,Pruritus,HP:0000989
zoledronic acid,CHEBI:46557,bone Paget disease,MONDO:0005382
parecoxib,CHEBI:73038,"Postoperative Pain, Acute",UMLS:C2215257
cortisol,CHEBI:5783,gout,MONDO:0005393
pimozide,CHEBI:8212,Tourette syndrome,MONDO:0007661
cefotaxime,CHEBI:94427,staphylococcal pneumonia,MONDO:0005970
everolimus,CHEBI:68478,Hormone receptor positive malignant neoplasm of breast,UMLS:C1562029
cefapirin,CHEBI:554446,Proteus urinary tract infection,UMLS:C0577709
diphenylpyraline,CHEBI:59788,Nasal congestion,HP:0001742
promethazine,CHEBI:8461,vasomotor rhinitis,MONDO:0006004
mezlocillin,CHEBI:6919,aspiration pneumonia,MONDO:0000265
cefonicid,CHEBI:3491,Recurrent lower respiratory tract infections,HP:0002783
leniolisib,CHEBI:229649,immunodeficiency 14,MONDO:0014222
lorlatinib,CHEBI:143117,Anaplastic lymphoma kinase fusion oncogene positive non-small cell lung cancer,UMLS:C5394780
elbasvir,CHEBI:132967,chronic hepatitis C virus infection,MONDO:0005354
bendroflumethiazide,CHEBI:3013,hypertensive disorder,MONDO:0005044
ticarcillin,CHEBI:9587,Enterobacteriaceae Infections,UMLS:C0014347
ceftizoxime,CHEBI:553473,Sepsis caused by Bacteroides,UMLS:C0276064
delgocitinib,CHEBI:167600,"dermatitis, atopic",MONDO:0011292
ampicillin,CHEBI:28971,Escherichia coli septicemia,UMLS:C0276088
tetracycline,CHEBI:27902,acne,MONDO:0011438
mepyramine,CHEBI:6762,Nasal congestion,HP:0001742
cephradine,CHEBI:3547,Group A Streptococcal Infections,UMLS:C0554628
cephradine,CHEBI:3547,Acute otitis media,HP:0000371
prednisone,CHEBI:8382,psoriatic arthritis,MONDO:0011849
orciprenaline,CHEBI:6792,bronchitis,MONDO:0003781
ofloxacin,CHEBI:194135,Abdominal Infection,UMLS:C1112209
phenylephrine,CHEBI:8093,Rhinorrhea,HP:0031417
cyclopentolate,CHEBI:4024,cycloplegia,MONDO:0005555
theophylline,CHEBI:28177,bronchial disorder,MONDO:0001358
sertraline,CHEBI:9123,post-traumatic stress disorder,MONDO:0005146
"1,25-dihydroxyvitamin D3",CHEBI:17823,renal osteodystrophy,MONDO:0006946
triamcinolone,CHEBI:9667,multiple sclerosis,MONDO:0005301
nizatidine,CHEBI:7601,duodenal ulcer,MONDO:0005412
betamethasone,CHEBI:3077,multiple sclerosis,MONDO:0005301
ephedrine,CHEBI:15407,seasonal allergic rhinitis,MONDO:0005324
medroxyprogesterone,CHEBI:6715,Hot flashes,HP:0031217
naproxen,CHEBI:7476,Pain,HP:0012531
meclofenamic acid,CHEBI:6710,rheumatoid arthritis,MONDO:0008383
imipenem,CHEBI:471744,Female genital tract infection,UMLS:C1263758
triamcinolone,CHEBI:9667,Chronic small plaque psoriasis,UMLS:C0406317
cefoxitin,CHEBI:209807,staphylococcus aureus infection,MONDO:0005545
triamcinolone,CHEBI:9667,uveitis,MONDO:0020283
aripiprazole lauroxil,CHEBI:90930,schizophrenia,MONDO:0005090
fluocinolone acetonide,CHEBI:5108,Melasma,HP:0025272
cyclophosphamide,CHEBI:4027,B-cell chronic lymphocytic leukemia,MONDO:0004948
methylprednisolone,CHEBI:6888,nephrotic syndrome,MONDO:0005377
dantrolene,CHEBI:4317,malignant hyperthermia of anesthesia,MONDO:0018493
promazine,CHEBI:8459,Rhinorrhea,HP:0031417
lenalidomide,CHEBI:63791,marginal zone lymphoma,MONDO:0017604
cefamandole,CHEBI:3480,staphylococcus aureus infection,MONDO:0005545
promethazine,CHEBI:8461,seasonal allergic rhinitis,MONDO:0005324
aztreonam,CHEBI:94511,Bacterial infection caused by Klebsiella pneumoniae,UMLS:C0343402
megestrol,CHEBI:6722,endometrial carcinoma,MONDO:0002447
tetracycline,CHEBI:27902,lymphogranuloma venereum,MONDO:0005834
isosorbide mononitrate,CHEBI:6060,ocular hypertension,MONDO:0006875
ceftizoxime,CHEBI:553473,Haemophilus influenzae pneumonia,UMLS:C0276026
oxacillin,CHEBI:7809,Sepsis caused by Staphylococcus aureus,UMLS:C2887088
prednisolone,CHEBI:8378,Cyclitis,UMLS:C0010543
terazosin,CHEBI:9445,benign prostatic hyperplasia,MONDO:0010811
doxycycline,PUBCHEM.COMPOUND:54671203,gastrointestinal anthrax,MONDO:0001701
ephedrine,CHEBI:15407,atopic conjunctivitis,MONDO:0005642
flumethasone pivalate,CHEBI:31620,exanthem,MONDO:0006547
tetracycline,CHEBI:27902,bacterial urinary tract infection,MONDO:0005247
betamethasone,CHEBI:3077,seborrheic dermatitis,MONDO:0006608
prednisolone,CHEBI:8378,Diamond-Blackfan anemia,MONDO:0015253
salicylic acid,CHEBI:16914,synovitis,MONDO:0002400
icosapent,CHEBI:84883,hypertriglyceridemia,MONDO:0005347
trimethoprim,CHEBI:45924,shigellosis,MONDO:0019345
D-cycloserine,CHEBI:40009,Urinary tract infection caused by Escherichia coli,UMLS:C0577708
azapropazone,CHEBI:38010,ankylosing spondylitis,MONDO:0005306
sitagliptin,CHEBI:40237,type 2 diabetes mellitus,MONDO:0005148
betamethasone,CHEBI:3077,tinea corporis,MONDO:0001461
fluticasone,CHEBI:5134,intrinsic asthma,MONDO:0004765
caffeine,CHEBI:27732,headache disorder,MONDO:0021146
ticarcillin,CHEBI:9587,Proteus septicemia,UMLS:C0577690
topotecan,CHEBI:63632,ovarian cancer,MONDO:0008170
dicumarol,CHEBI:4513,myocardial infarction,MONDO:0005068
magnesium carbonate,PUBCHEM.COMPOUND:11029,Hypomagnesemia,HP:0002917
alprazolam,CHEBI:2611,mixed anxiety and depressive disorder,MONDO:0041086
hydroxocobalamin,PUBCHEM.COMPOUND:184933,cyanide poisoning,MONDO:0018754
aminoglutethimide,CHEBI:2654,Secondary malignant neoplasm of female breast,UMLS:C0346993
clocortolone pivalate,CHEBI:59582,Chronic small plaque psoriasis,UMLS:C0406317
levofloxacin,CHEBI:63598,anthrax infection,MONDO:0005119
triazolam,CHEBI:9674,insomnia,MONDO:0013600
amlodipine,CHEBI:2668,Angina pectoris,HP:0001681
brompheniramine,CHEBI:3183,familial dermatographia,MONDO:0007448
betamethasone,CHEBI:3077,acute lymphoblastic leukemia,MONDO:0004967
tetracycline,CHEBI:27902,Infective otitis media,UMLS:C0729586
sulbactam,CHEBI:9321,rhinoscleroma,MONDO:0005945
pirtobrutinib,CHEBI:229212,mantle cell lymphoma,MONDO:0018876
telbivudine,CHEBI:63624,chronic hepatitis B virus infection,MONDO:0005366
ampicillin,CHEBI:28971,acute gonococcal endometritis,MONDO:0004264
procyclidine,CHEBI:8448,Parkinson disease,MONDO:0005180
leflunomide,CHEBI:6402,psoriatic arthritis,MONDO:0011849
sulbactam,CHEBI:9321,cholangitis,MONDO:0004789
lansoprazole,CHEBI:6375,Zollinger-Ellison syndrome,MONDO:0019610
oxacillin,CHEBI:7809,pharyngitis,MONDO:0002258
cetirizine,CHEBI:3561,chronic idiopathic urticaria,MONDO:0044212
ciprofloxacin,CHEBI:100241,dysentery,MONDO:0001517
dexibuprofen,CHEBI:43415,Dysmenorrhea,HP:0100607
amphotericin B,CHEBI:2682,Gonorrhea of rectum,UMLS:C0275665
tetracycline,CHEBI:27902,sinusitis,MONDO:0005961
tetracaine,CHEBI:9468,Skin Irritation,NCIT:C50743
triamcinolone,CHEBI:9667,Lichen Simplex Chronicus,UMLS:C0149922
caffeine,CHEBI:27732,Vascular Headaches,UMLS:C0042376
ibuprofen,CHEBI:5855,headache disorder,MONDO:0021146
ofloxacin,CHEBI:194135,Chlamydial pelvic inflammatory disease,UMLS:C0520777
cefixime,CHEBI:93248,Acute exacerbation of chronic bronchitis,UMLS:C0856695
guaiacol,CHEBI:28591,Rhinorrhea,HP:0031417
carbamazepine,CHEBI:3387,epilepsy with generalized tonic-clonic seizures,MONDO:0005754
azithromycin,CHEBI:2955,Acute bacterial bronchitis,UMLS:C0339933
ticarcillin,CHEBI:9587,Sepsis caused by Staphylococcus aureus,UMLS:C2887088
prasugrel,CHEBI:87715,acute coronary syndrome,MONDO:0005542
oxazepam,CHEBI:7823,anxiety,MONDO:0011918
medroxyprogesterone,CHEBI:6715,Metrorrhagia,HP:0100608
betamethasone,CHEBI:3077,Diamond-Blackfan anemia,MONDO:0015253
cefuroxime,CHEBI:3515,Staphylococcal bacteremia,UMLS:C0152965
plerixafor,CHEBI:125354,Solid carcinoma,UMLS:C0334296
metformin,CHEBI:6801,type 2 diabetes mellitus,MONDO:0005148
cefixime,CHEBI:93248,tonsillitis,MONDO:0001039
metoprolol,CHEBI:6904,hypertensive disorder,MONDO:0005044
brimonidine (UK14304),CHEBI:3175,ocular hypertension,MONDO:0006875
cefamandole,CHEBI:3480,Abdominal Infection,UMLS:C1112209
thiabendazole,CHEBI:45979,toxocariasis,MONDO:0005988
imidapril,CHEBI:135654,hypertensive disorder,MONDO:0005044
triamcinolone,CHEBI:9667,seborrheic dermatitis,MONDO:0006608
doxepin,CHEBI:4710,Pruritus,HP:0000989
magnesium oxide,CHEBI:31794,Hypocalcemia,HP:0002901
semaxanib,CHEBI:91083,aplastic anemia,MONDO:0015909
ticarcillin,CHEBI:9587,Pneumonia caused by Pseudomonas,UMLS:C0155860
naproxen,CHEBI:7476,Dysmenorrhea,HP:0100607
cefotetan,PUBCHEM.COMPOUND:53024,Proteus urinary tract infection,UMLS:C0577709
prednisolone,CHEBI:8378,tendinitis,MONDO:0004857
pralatrexate,CHEBI:71223,mature T-cell and NK-cell non-Hodgkin lymphoma,MONDO:0000430
cortisol,CHEBI:5783,bursitis,MONDO:0002471
desonide,CHEBI:204734,discoid lupus erythematosus,MONDO:0019558
betamethasone,CHEBI:3077,skin disorder,MONDO:0005093
tinidazole,CHEBI:63627,trichomoniasis,MONDO:0002154
posaconazole,CHEBI:64355,candidiasis,MONDO:0002026
aztreonam,CHEBI:94511,Bacterial urinary infection,UMLS:C0729524
mesalazine,CHEBI:6775,ulcerative colitis,MONDO:0005101
cefamandole,CHEBI:3480,Proteus urinary tract infection,UMLS:C0577709
dextromethorphan,CHEBI:4470,Pharyngalgia,HP:0033050
lovastatin,CHEBI:40303,hypoalphalipoproteinemia,MONDO:0017773
norfloxacin,CHEBI:100246,Chlamydial pelvic inflammatory disease,UMLS:C0520777
zoledronic acid,CHEBI:46557,postmenopausal osteoporosis,MONDO:0008159
pirfenidone,CHEBI:32016,interstitial lung disease 2,MONDO:0800029
loratadine,CHEBI:6538,Nasal congestion,HP:0001742
sunitinib,CHEBI:38940,Neuroendocrine tumor of pancreas,UMLS:C4305467
oxiconazole,CHEBI:7825,tinea corporis,MONDO:0001461
calcifediol,CHEBI:17933,renal osteodystrophy,MONDO:0006946
mepyramine,CHEBI:6762,allergic rhinitis,MONDO:0011786
ceftriaxone,CHEBI:29007,Escherichia coli meningitis,MONDO:0006753
cortisol,CHEBI:5783,chronic primary adrenal insufficiency,MONDO:0015129
cefoxitin,CHEBI:209807,acute gonococcal cervicitis,MONDO:0001080
flavoxate,CHEBI:5088,Suprapubic pain,UMLS:C0241310
morphine,CHEBI:17303,"Postoperative Pain, Acute",UMLS:C2215257
tolnaftate,CHEBI:9620,tinea manuum,MONDO:0001699
chloroquine,CHEBI:3638,Plasmodium ovale malaria,MONDO:0001601
amprenavir,CHEBI:40050,HIV infectious disease,MONDO:0005109
panobinostat,CHEBI:85990,primary cutaneous T-cell non-Hodgkin lymphoma,MONDO:0000607
cefadroxil,CHEBI:3479,Klebsiella cystitis,UMLS:C0520775
tetryzoline,CHEBI:28674,Red eye,HP:0025337
minocycline,CHEBI:50694,anthrax infection,MONDO:0005119
ceftizoxime,CHEBI:553473,Recurrent lower respiratory tract infections,HP:0002783
cephradine,CHEBI:3547,osteomyelitis,MONDO:0005246
caspofungin,CHEBI:474180,esophageal candidiasis,MONDO:0001648
antazoline,CHEBI:84115,Sneeze,HP:0025095
atazanavir,CHEBI:37924,HIV infectious disease,MONDO:0005109
iloprost,CHEBI:63916,pulmonary arterial hypertension,MONDO:0015924
cefamandole,CHEBI:3480,Staphylococcal bacteremia,UMLS:C0152965
cefuroxime,CHEBI:3515,escherichia coli infection,MONDO:0020920
cortisol,CHEBI:5783,systemic lupus erythematosus,MONDO:0007915
rabeprazole,CHEBI:8768,gastroesophageal reflux disease,MONDO:0007186
betamethasone,CHEBI:3077,systemic lupus erythematosus,MONDO:0007915
doxycycline,PUBCHEM.COMPOUND:54671203,relapsing fever,MONDO:0019633
doxycycline,PUBCHEM.COMPOUND:54671203,chancroid,MONDO:0001797
sofosbuvir,CHEBI:85083,chronic hepatitis C virus infection,MONDO:0005354
felbinac,CHEBI:31597,Pain,HP:0012531
docosahexaenoic acid,CHEBI:28125,Breastfeeding (mother),UMLS:C1623040
propafenone,CHEBI:63619,Paroxysmal supraventricular tachycardia,HP:0004763
nintedanib,UNII:G6HRD2P839,Interstitial lung fibrosis,UMLS:C3887486
amphotericin B,CHEBI:2682,Rocky mountain spotted fever,MONDO:0019359
isoprenaline,CHEBI:64317,common cold,MONDO:0005709
tolnaftate,CHEBI:9620,Tinea Capitis,UMLS:C0040250
ciprofloxacin,CHEBI:100241,Haemophilus influenzae pneumonia,UMLS:C0276026
ciprofloxacin,CHEBI:100241,prostatitis,MONDO:0005280
diphenhydramine,CHEBI:4636,insomnia,MONDO:0013600
fluoxymesterone,CHEBI:5120,cryptorchidism,MONDO:0009047
tolmetin,CHEBI:71941,rheumatoid arthritis,MONDO:0008383
amikacin,CHEBI:2637,rhinoscleroma,MONDO:0005945
prednisone,CHEBI:8382,diffuse large B-cell lymphoma,MONDO:0018905
cefaclor,CHEBI:3478,Acute Moraxella catarrhalis bronchitis,UMLS:C0339932
sodium aurothiomalate,PUBCHEM.COMPOUND:22318,rheumatoid arthritis,MONDO:0008383
nizatidine,CHEBI:7601,peptic esophagitis,MONDO:0006896
drospirenone,CHEBI:50838,atrophic vulva,DOID:14275
sulbactam,CHEBI:9321,Abdominal Infection,UMLS:C1112209
theophylline,CHEBI:28177,Asthma-Chronic Obstructive Pulmonary Disease Overlap Syndrome,UMLS:C4038730
ethinylestradiol,CHEBI:4903,acne,MONDO:0011438
hydrocodone,CHEBI:5779,Pain,HP:0012531
desonide,CHEBI:204734,asthma,MONDO:0004979
minocycline,CHEBI:50694,inclusion conjunctivitis,MONDO:0005808
