drug_name,drug_id,disease_name,disease_id
streptomycin,CHEBI:17076,pulmonary tuberculosis,MONDO:0006052
valacyclovir,CHEBI:35854,Recurrent genital herpes,HP:0032157
fluorometholone,CHEBI:31625,Herpes zoster keratitis,UMLS:C1275687
prednisone,CHEBI:8382,dermatitis herpetiformis,MONDO:0015614
propafenone,CHEBI:63619,Paroxysmal atrial fibrillation,HP:0004757
teriflunomide,CHEBI:68540,relapsing-remitting multiple sclerosis,MONDO:0005314
quinine,CHEBI:15854,Pseudobulbar affect,UMLS:C2316460
demeclocycline,UNII:5R5W9ICI6O,yaws,MONDO:0006019
flurazepam,CHEBI:5128,insomnia,MONDO:0013600
hydroxyurea,CHEBI:44423,melanoma,MONDO:0005105
tafenoquine,CHEBI:135752,malaria,MONDO:0005136
meropenem,CHEBI:43968,Pseudomonas aeruginosa infectious disease,MONDO:0040732
betamethasone,CHEBI:3077,thyroiditis,MONDO:0004126
vilazodone,CHEBI:70707,major depressive disorder,MONDO:0002009
ampicillin,CHEBI:28971,bacterial pneumonia,MONDO:0004652
zinc acetate,PUBCHEM.COMPOUND:11192,Burn injury,UMLS:C0006434
metronidazole,CHEBI:6909,Female genital tract infection,UMLS:C1263758
cefotetan,PUBCHEM.COMPOUND:53024,Bacterial infection caused by Klebsiella pneumoniae,UMLS:C0343402
tetracycline,CHEBI:27902,Rocky mountain spotted fever,MONDO:0019359
lidocaine,CHEBI:6456,urethritis,MONDO:0005297
amikacin,CHEBI:2637,Urinary tract infection caused by Escherichia coli,UMLS:C0577708
benzatropine,CHEBI:3048,Parkinson disease,MONDO:0005180
metronidazole,CHEBI:6909,bacterial endocarditis,MONDO:0006669
salicylic acid,CHEBI:16914,rheumatoid arthritis,MONDO:0008383
triamcinolone,CHEBI:9667,Pruritus of genital organs,UMLS:C0033777
chlorpromazine,CHEBI:3647,schizophrenia,MONDO:0005090
desonide,CHEBI:204734,seborrheic dermatitis,MONDO:0006608
cortisol,CHEBI:5783,Bacterial keratitis,UMLS:C0854211
diphenhydramine,CHEBI:4636,seasonal allergic rhinitis,MONDO:0005324
PGE1,CHEBI:15544,tetralogy of fallot,MONDO:0008542
cefditoren,CHEBI:59343,Haemophilus influenzae pneumonia,UMLS:C0276026
diflorasone diacetate,CHEBI:31483,Pruritus of genital organs,UMLS:C0033777
torsemide,CHEBI:9637,Edema,HP:0000969
diclofenac,CHEBI:47381,ankylosing spondylitis,MONDO:0005306
estetrol,CHEBI:142773,Oral contraception,UMLS:C0029151
alprazolam,CHEBI:2611,panic disorder,MONDO:0005383
cortisol,CHEBI:5783,dermatitis,MONDO:0002406
azlocillin,CHEBI:2956,Bacterial sepsis,UMLS:C0684256
clavulanic acid,CHEBI:48947,Klebsiella cystitis,UMLS:C0520775
crospovidone,CHEBI:185135,dry eye syndrome,MONDO:0006733
fluoxetine,CHEBI:5118,panic disorder,MONDO:0005383
alcaftadine,CHEBI:71023,atopic conjunctivitis,MONDO:0005642
ergocalciferol,CHEBI:28934,vitamin D deficiency,MONDO:0100471
ziconotide,CHEBI:142406,Severe pain,UMLS:C0278140
trifluridine,CHEBI:75179,herpes simplex virus keratitis,MONDO:0015288
tetracycline,CHEBI:27902,Bacterial keratitis,UMLS:C0854211
salicylic acid,CHEBI:16914,tinea corporis,MONDO:0001461
valganciclovir,CHEBI:63635,fetal cytomegalovirus syndrome,MONDO:0017409
betamethasone,CHEBI:3077,ankylosing spondylitis,MONDO:0005306
hydroxyurea,CHEBI:44423,Hemoglobin SS disease with crisis,UMLS:C0238425
doxycycline,PUBCHEM.COMPOUND:54671203,listeriosis,MONDO:0005828
nicotinic acid,CHEBI:15940,hypertriglyceridemia,MONDO:0005347
rivaroxaban,CHEBI:68579,pulmonary embolism,MONDO:0005279
prednisolone,CHEBI:8378,iritis,MONDO:0006814
gefitinib,CHEBI:49668,non-small cell lung carcinoma,MONDO:0005233
pemafibrate,CHEBI:228365,Abnormal circulating lipid concentration,HP:0003119
fluocinolone acetonide,CHEBI:5108,pityriasis simplex,MONDO:0024343
ephedrine,CHEBI:15407,bronchial disorder,MONDO:0001358
triamcinolone,CHEBI:9667,humoral hypercalcemia of malignancy,MONDO:0043455
oxytetracycline,CHEBI:133011,bronchitis,MONDO:0003781
norfloxacin,CHEBI:100246,Female genital tract infection,UMLS:C1263758
sulbactam,CHEBI:9321,Infection caused by carbapenem resistant Acinetobacter,UMLS:C2959527
piperacillin,CHEBI:8232,Septicemia due to enterococcus,UMLS:C0588233
amcinonide,CHEBI:31199,granuloma annulare,MONDO:0006554
molnupiravir,CHEBI:180653,COVID-19,MONDO:0100096
doxylamine,CHEBI:51380,urticaria,MONDO:0005492
nateglinide,CHEBI:31897,type 2 diabetes mellitus,MONDO:0005148
phenylephrine,CHEBI:8093,Mydriasis,HP:0011499
ofloxacin,CHEBI:194135,bacterial pneumonia,MONDO:0004652
prednisolone,CHEBI:8378,exanthem,MONDO:0006547
norfloxacin,CHEBI:100246,acute gonococcal cervicitis,MONDO:0001080
norfloxacin,CHEBI:100246,Gonorrhea of rectum,UMLS:C0275665
thiabendazole,CHEBI:45979,ascariasis,MONDO:0005654
cefuroxime,CHEBI:3515,rhinoscleroma,MONDO:0005945
pyrimethamine,CHEBI:8673,Toxoplasmosis associated with acquired immunodeficiency syndrome,UMLS:C1720498
chlorpromazine,CHEBI:3647,manic bipolar affective disorder,MONDO:0024612
moxifloxacin,CHEBI:63611,Mycoplasma pneumoniae pneumonia,MONDO:0005867
hydroxychloroquine,CHEBI:5801,Plasmodium vivax malaria,MONDO:0005921
dasatinib,CHEBI:49375,"Leukemia, Myeloid, Chronic-Phase",UMLS:C0023474
paclitaxel,CHEBI:45863,fallopian tube neoplasm,MONDO:0021092
cefepime,CHEBI:478164,Proteus urinary tract infection,UMLS:C0577709
ethchlorvynol,CHEBI:4882,insomnia,MONDO:0013600
moxifloxacin,CHEBI:63611,Klebsiella pneumonia,MONDO:0030602
esomeprazole,CHEBI:50275,Erosive esophagitis,UMLS:C0267055
progesterone,CHEBI:17026,endometrial carcinoma,MONDO:0002447
prednisone,CHEBI:8382,allergic rhinitis,MONDO:0011786
aztreonam,CHEBI:94511,Pseudomonas aeruginosa infectious disease,MONDO:0040732
mitoxantrone,CHEBI:50729,acute myeloid leukemia,MONDO:0018874
paromomycin,CHEBI:7934,hepatic coma,MONDO:0001548
chlorambucil,CHEBI:28830,classic Hodgkin lymphoma,MONDO:0009348
flavoxate,CHEBI:5088,overactive bladder,MONDO:0006624
clocortolone pivalate,CHEBI:59582,granuloma annulare,MONDO:0006554
ergocalciferol,CHEBI:28934,vitamin deficiency disorder,MONDO:0024298
caffeine,CHEBI:27732,Sinus headache,UMLS:C0037195
fenofibrate,CHEBI:5001,"hyperlipidemia, familial combined, LPL related",MONDO:0007759
5-fluorouracil,CHEBI:46345,gastric cancer,MONDO:0001056
triamcinolone,CHEBI:9667,musculoskeletal system disorder,MONDO:0002081
mitomycin C,CHEBI:27504,pancreatic adenocarcinoma,MONDO:0006047
norethisterone,CHEBI:7627,Metrorrhagia,HP:0100608
azilsartan medoxomil,CHEBI:68845,hypertensive disorder,MONDO:0005044
bosutinib,CHEBI:39112,"blast phase chronic myelogenous leukemia, BCR-ABL1 positive",MONDO:0006115
benzoic acid,CHEBI:30746,dermatomyositis,MONDO:0016367
azathioprine,CHEBI:2948,pemphigus vulgaris,MONDO:0008219
amikacin,CHEBI:2637,Diverticulitis of gastrointestinal tract,UMLS:C0349774
naproxen,CHEBI:7476,Myalgia,HP:0003326
piperacillin,CHEBI:8232,bacterial urinary tract infection,MONDO:0005247
colchicine,CHEBI:27882,gout,MONDO:0005393
rofecoxib,CHEBI:8887,rheumatoid arthritis,MONDO:0008383
granisetron,CHEBI:94501,Chemotherapy-induced nausea and vomiting,UMLS:C0401160
clofarabine,CHEBI:681569,acute lymphoblastic leukemia,MONDO:0004967
aciclovir,CHEBI:2453,herpes simplex infectious disease,MONDO:0004609
doxepin,CHEBI:4710,insomnia,MONDO:0013600
amikacin,CHEBI:2637,Staphylococcal meningitis,UMLS:C0154640
cefixime,CHEBI:93248,Bacterial otitis media,UMLS:C1698510
levomefolic acid,CHEBI:136009,Premenstrual Dysphoric Disorder,UMLS:C0520676
levofolinic acid,CHEBI:63606,small intestine cancer,MONDO:0000956
ticarcillin,CHEBI:9587,pleural empyema,MONDO:0018667
acemetacin,CHEBI:31162,rheumatic disorder,MONDO:0005554
methoxsalen,CHEBI:18358,vitiligo,MONDO:0008661
ambenonium,CHEBI:2627,myasthenia gravis,MONDO:0009688
doxycycline,PUBCHEM.COMPOUND:54671203,Acute gonococcal urethritis,UMLS:C0275652
magnesium oxide,CHEBI:31794,postmenopausal osteoporosis,MONDO:0008159
zinc acetate,PUBCHEM.COMPOUND:11192,Rectal Pain,NCIT:C78587
azithromycin,CHEBI:2955,blepharitis,MONDO:0004785
butenafine,CHEBI:3238,dermatophytosis of groin and perianal area,MONDO:0001405
colistin,CHEBI:34650,otitis externa,MONDO:0004795
linagliptin,CHEBI:68610,type 2 diabetes mellitus,MONDO:0005148
treprostinil,CHEBI:50861,chronic thromboembolic pulmonary hypertension,MONDO:0013024
alclometasone dipropionate,CHEBI:31184,Lichen Simplex Chronicus,UMLS:C0149922
esomeprazole,CHEBI:50275,gastric ulcer,MONDO:0001126
piperacillin,CHEBI:8232,appendicitis,MONDO:0005649
ruxolitinib,CHEBI:66919,acute graft versus host disease,MONDO:0020546
norfloxacin,CHEBI:100246,Recurrent lower respiratory tract infections,HP:0002783
minocycline,CHEBI:50694,pneumonia,MONDO:0005249
eletriptan,CHEBI:50922,migraine disorder,MONDO:0005277
benzalkonium,CHEBI:135611,Itching of ear,UMLS:C0849907
bisoprolol,CHEBI:3127,hypertensive disorder,MONDO:0005044
ceftriaxone,CHEBI:29007,staphylococcal pneumonia,MONDO:0005970
ivabradine,CHEBI:85966,Angina pectoris,HP:0001681
escitalopram,CHEBI:36791,generalized anxiety disorder,MONDO:0001942
cortisol,CHEBI:5783,congenital adrenal hyperplasia,MONDO:0018479
cefotaxime,CHEBI:94427,Serratia sepsis,UMLS:C0152973
cefuroxime,CHEBI:3515,Escherichia coli septicemia,UMLS:C0276088
norfloxacin,CHEBI:100246,bacterial conjunctivitis,MONDO:0006668
fluorometholone,CHEBI:31625,Punctate keratopathy,UMLS:C0423234
amikacin,CHEBI:2637,pneumonia caused by gram negative bacteria,MONDO:0041850
ethambutol,CHEBI:4877,Acute tuberculosis,UMLS:C0275959
estradiol valerate,CHEBI:16469,atrophic vulva,DOID:14275
oxytetracycline,CHEBI:133011,trachoma,MONDO:0001249
vemurafenib,CHEBI:63637,Malignant melanoma with BRAF V600E mutation,UMLS:C5394779
cyclosporin A,CHEBI:4031,dry eye syndrome,MONDO:0006733
clotrimazole,CHEBI:3764,vulvovaginal candidiasis,MONDO:0006014
prednisone,CHEBI:8382,gout,MONDO:0005393
norfloxacin,CHEBI:100246,streptococcal pneumonia,MONDO:0005972
dextromethorphan,CHEBI:4470,Cough,HP:0012735
ampicillin,CHEBI:28971,Female genital tract infection,UMLS:C1263758
cefpodoxime,CHEBI:3504,acute gonococcal cervicitis,MONDO:0001080
ephedrine,CHEBI:15407,Sinus headache,UMLS:C0037195
dexpanthenol,CHEBI:27373,Contact dermatitis caused by urushiol from Pacific poison oak,UMLS:C0263283
foslevodopa,CHEBI:192509,Parkinson disease,MONDO:0005180
amoxicillin,CHEBI:2676,bacterial urinary tract infection,MONDO:0005247
prednisolone,CHEBI:8378,aspiration pneumonitis,MONDO:0002572
simvastatin,CHEBI:9150,homozygous familial hypercholesterolemia,MONDO:0018328
carbinoxamine,CHEBI:3398,common cold,MONDO:0005709
ceftizoxime,CHEBI:553473,streptococcal meningitis,MONDO:0001316
atenolol,CHEBI:2904,Angina pectoris,HP:0001681
magnesium hydroxide,PUBCHEM.COMPOUND:73981,gastroesophageal reflux disease,MONDO:0007186
tetracycline,CHEBI:27902,gonorrhea,MONDO:0004277
5-fluorouracil,CHEBI:46345,actinic keratosis,MONDO:0005173
azelastine,CHEBI:2950,vasomotor rhinitis,MONDO:0006004
bromocriptine,CHEBI:3181,postencephalitic Parkinson disease,MONDO:0001945
cortisol,CHEBI:5783,inflammatory bowel disease,MONDO:0005265
prednisolone,CHEBI:8378,contact dermatitis,MONDO:0005480
cefpodoxime,CHEBI:3504,Infective otitis media,UMLS:C0729586
vismodegib,CHEBI:66903,basal cell carcinoma,MONDO:0020804
ciprofloxacin,CHEBI:100241,Urinary tract infection caused by Escherichia coli,UMLS:C0577708
imipenem,CHEBI:471744,peritonitis,MONDO:0004522
sulfacetamide,CHEBI:63845,blepharoconjunctivitis,MONDO:0002307
diphenidol,CHEBI:4638,central nervous system origin vertigo,MONDO:0002317
cetirizine,CHEBI:3561,vasomotor rhinitis,MONDO:0006004
topiramate,CHEBI:63631,Focal aware seizure,HP:0002349
ticarcillin,CHEBI:9587,Abdominal Infection,UMLS:C1112209
loracarbef,CHEBI:47544,streptococcal pneumonia,MONDO:0005972
ceftriaxone,CHEBI:29007,acute gonococcal endometritis,MONDO:0004264
celecoxib,CHEBI:41423,ankylosing spondylitis,MONDO:0005306
macitentan,CHEBI:76607,pulmonary arterial hypertension,MONDO:0015924
desonide,CHEBI:204734,Crohn's disease in remission,UMLS:C1960764
clarithromycin,CHEBI:3732,Streptococcal tonsillitis,UMLS:C0275804
clocortolone pivalate,CHEBI:59582,Pruritus Ani,UMLS:C0033775
trametinib,CHEBI:75998,Metastatic non-small cell lung cancer,UMLS:C0278987
ceftriaxone,CHEBI:29007,meningococcal meningitis,MONDO:0018059
vancomycin,CHEBI:28001,staphylococcal pneumonia,MONDO:0005970
(-)-adrenaline,CHEBI:28918,toxic shock syndrome,MONDO:0001881
tioconazole,CHEBI:77898,vulvovaginal candidiasis,MONDO:0006014
trovafloxacin,CHEBI:9763,Postnatal infection,UMLS:C1278797
cefotaxime,CHEBI:94427,Bacterial sepsis,UMLS:C0684256
paracetamol,CHEBI:46195,Tension-type headache,HP:0012228
minocycline,CHEBI:50694,yaws,MONDO:0006019
chlorambucil,CHEBI:28830,follicular lymphoma,MONDO:0018906
azatadine,CHEBI:2946,vasomotor rhinitis,MONDO:0006004
cefamandole,CHEBI:3480,Osteomyelitis caused by Staphylococcus aureus,UMLS:C1997728
azathioprine,CHEBI:2948,polyarteritis nodosa,MONDO:0019170
methdilazine,CHEBI:6823,Nasal congestion,HP:0001742
dexbrompheniramine,CHEBI:59269,allergic rhinitis,MONDO:0011786
cefepime,CHEBI:478164,Pseudomonas aeruginosa infectious disease,MONDO:0040732
tofacitinib,CHEBI:71200,rheumatoid arthritis,MONDO:0008383
cefaclor,CHEBI:3478,staphylococcus aureus infection,MONDO:0005545
lonafarnib,CHEBI:47097,Hutchinson-Gilford progeria syndrome,MONDO:0008310
ethionamide,CHEBI:4885,Pulmonary mycobacterium avium-intracellulare infection,UMLS:C0700226
desonide,CHEBI:204734,exanthem,MONDO:0006547
cefapirin,CHEBI:554446,streptococcal pneumonia,MONDO:0005972
(-)-adrenaline,CHEBI:28918,Wheezing,HP:0030828
methylprednisolone,CHEBI:6888,Diamond-Blackfan anemia,MONDO:0015253
nicotinic acid,CHEBI:15940,"hyperlipidemia, familial combined, LPL related",MONDO:0007759
triamcinolone,CHEBI:9667,pemphigus,MONDO:0006594
bromodiphenhydramine,CHEBI:59177,Nasal congestion,HP:0001742
tazobactam,CHEBI:9421,cholecystitis,MONDO:0002155
cefotetan,PUBCHEM.COMPOUND:53024,Pneumonia caused by Escherichia coli,UMLS:C0276089
pantoprazole,CHEBI:7915,multiple endocrine neoplasia,DOID:3125
amisulpride,CHEBI:64045,Chronic schizophrenia,UMLS:C0221765
lomitapide,CHEBI:72297,homozygous familial hypercholesterolemia,MONDO:0018328
methylphenobarbital,CHEBI:6758,anxiety,MONDO:0011918
lansoprazole,CHEBI:6375,gastroesophageal reflux disease,MONDO:0007186
salicylic acid,CHEBI:16914,tinea pedis,MONDO:0005984
carboprost,CHEBI:3403,Post-partum hemorrhage,HP:0011891
ciprofloxacin,CHEBI:100241,Acute osteomyelitis,UMLS:C0158371
flecainide,CHEBI:75984,Paroxysmal atrial fibrillation,HP:0004757
prednisone,CHEBI:8382,follicular lymphoma,MONDO:0018906
cefamandole,CHEBI:3480,Enterobacteriaceae Infections,UMLS:C0014347
imipenem,CHEBI:471744,Serratia Infections,UMLS:C0085394
probenecid,CHEBI:8426,gout,MONDO:0005393
glymidine,CHEBI:146188,type 2 diabetes mellitus,MONDO:0005148
dexbrompheniramine,CHEBI:59269,urticaria,MONDO:0005492
ethinamate,CHEBI:4884,insomnia,MONDO:0013600
codeine,CHEBI:16714,Tension-type headache,HP:0012228
cefonicid,CHEBI:3491,Streptococcal bacteremia,UMLS:C0152964
cortisol,CHEBI:5783,classic Hodgkin lymphoma,MONDO:0009348
lamivudine,CHEBI:63577,chronic hepatitis B virus infection,MONDO:0005366
desloratadine,CHEBI:291342,common cold,MONDO:0005709
sulbactam,CHEBI:9321,Enterobacteriaceae Infections,UMLS:C0014347
posaconazole,CHEBI:64355,Pharyngeal candidiasis,UMLS:C0343861
posaconazole,CHEBI:64355,fusariosis,MONDO:0016426
histamine,CHEBI:18295,osteoarthritis,MONDO:0005178
alprazolam,CHEBI:2611,generalized anxiety disorder,MONDO:0001942
acetylcysteine,CHEBI:28939,Pincer nail deformity,UMLS:C0423806
pantoprazole,CHEBI:7915,peptic ulcer disease,MONDO:0004247
butenafine,CHEBI:3238,tinea corporis,MONDO:0001461
norethisterone,CHEBI:7627,acne,MONDO:0011438
ziprasidone,CHEBI:10119,bipolar disorder,MONDO:0004985
bortezomib,CHEBI:52717,plasma cell myeloma,MONDO:0009693
demeclocycline,UNII:5R5W9ICI6O,bacterial urinary tract infection,MONDO:0005247
ephedrine,CHEBI:15407,rhinitis,MONDO:0003014
clomiphene,CHEBI:3752,female infertility,MONDO:0021124
betamethasone,CHEBI:3077,synovitis,MONDO:0002400
sibutramine,CHEBI:9137,obesity disorder,MONDO:0011122
paracetamol,CHEBI:46195,common cold,MONDO:0005709
cyclophosphamide,CHEBI:4027,histiocytic sarcoma,MONDO:0019479
minocycline,CHEBI:50694,pharyngitis,MONDO:0002258
levofloxacin,CHEBI:63598,streptococcal pneumonia,MONDO:0005972
moracizine,CHEBI:6997,Ventricular arrhythmia,HP:0004308
aspirin,CHEBI:15365,Back pain,HP:0003418
trametinib,CHEBI:75998,metastatic melanoma,MONDO:0005191
cephradine,CHEBI:3547,streptococcal pneumonia,MONDO:0005972
ceftizoxime,CHEBI:553473,Serratia sepsis,UMLS:C0152973
cefazolin,CHEBI:474053,Bacterial urinary infection,UMLS:C0729524
colestipol,PUBCHEM.COMPOUND:3084661,hyperlipidemia,MONDO:0021187
quinestrol,CHEBI:8716,postmenopausal atrophic vaginitis,MONDO:0001410
cortisol,CHEBI:5783,primary cutaneous T-cell non-Hodgkin lymphoma,MONDO:0000607
amikacin,CHEBI:2637,Pseudomonas aeruginosa infectious disease,MONDO:0040732
minocycline,CHEBI:50694,actinomycosis,MONDO:0005631
phenylephrine,CHEBI:8093,seasonal allergic rhinitis,MONDO:0005324
meropenem,CHEBI:43968,pneumococcal meningitis,MONDO:0006913
ibuprofen,CHEBI:5855,Fever,HP:0001945
diflorasone diacetate,CHEBI:31483,Lichen Simplex Chronicus,UMLS:C0149922
methylprednisolone,CHEBI:6888,discoid lupus erythematosus,MONDO:0019558
salicylamide,CHEBI:32114,headache disorder,MONDO:0021146
guaiacol,CHEBI:28591,common cold,MONDO:0005709
carmustine,CHEBI:3423,malignant glioma,MONDO:0100342
diphenylpyraline,CHEBI:59788,familial dermatographia,MONDO:0007448
piperacillin,CHEBI:8232,Urinary tract infection caused by Escherichia coli,UMLS:C0577708
ciprofloxacin,CHEBI:100241,Klebsiella cystitis,UMLS:C0520775
triamcinolone,CHEBI:9667,inflammatory bowel disease,MONDO:0005265
mometasone,CHEBI:6970,allergic asthma,MONDO:0004784
methylphenidate,CHEBI:6887,narcolepsy,MONDO:0021107
minocycline,CHEBI:50694,acne,MONDO:0011438
bromocriptine,CHEBI:3181,hyperprolactinemia,MONDO:0005804
ciprofloxacin,CHEBI:100241,osteomyelitis,MONDO:0005246
acetazolamide,CHEBI:27690,Edema,HP:0000969
dutasteride,CHEBI:521033,benign prostatic hyperplasia,MONDO:0010811
carmustine,CHEBI:3423,plasma cell myeloma,MONDO:0009693
cefditoren,CHEBI:59343,staphylococcus aureus infection,MONDO:0005545
sofosbuvir,CHEBI:85083,Decompensated cirrhosis of liver,UMLS:C1619727
oxedrine,CHEBI:29081,Rhinorrhea,HP:0031417
ceftizoxime,CHEBI:553473,Proteus urinary tract infection,UMLS:C0577709
ceftizoxime,CHEBI:553473,Klebsiella cystitis,UMLS:C0520775
ceftizoxime,CHEBI:553473,Osteomyelitis caused by Staphylococcus aureus,UMLS:C1997728
sulfamethizole,CHEBI:9331,Bacterial urinary infection,UMLS:C0729524
cortisol,CHEBI:5783,granuloma annulare,MONDO:0006554
norethisterone,CHEBI:7627,Secondary amenorrhea,HP:0000869
ketoprofen,CHEBI:6128,osteoarthritis,MONDO:0005178
budesonide,CHEBI:3207,IgA glomerulonephritis,MONDO:0005342
ceftibuten,CHEBI:3510,Infective otitis media,UMLS:C0729586
ciprofloxacin,CHEBI:100241,Proteus pneumonia,UMLS:C1260917
tamibarotene,CHEBI:32181,acute promyelocytic leukemia,MONDO:0012883
chlophedianol,CHEBI:135207,common cold,MONDO:0005709
ceritinib,CHEBI:78432,Anaplastic lymphoma kinase fusion oncogene positive non-small cell lung cancer,UMLS:C5394780
hydroxyzine,CHEBI:5818,atopic conjunctivitis,MONDO:0005642
furosemide,CHEBI:47426,Edema,HP:0000969
ciprofloxacin,CHEBI:100241,Acute bacterial bronchitis,UMLS:C0339933
copanlisib,UNII:WI6V529FZ9,follicular lymphoma,MONDO:0018906
rifamycin SV,CHEBI:26580,Traveler's diarrhea,UMLS:C0277528
prednisone,CHEBI:8382,primary cutaneous T-cell non-Hodgkin lymphoma,MONDO:0000607
prednisolone,CHEBI:8378,hypersensitivity pneumonitis,MONDO:0017853
cefpodoxime,CHEBI:3504,Klebsiella cystitis,UMLS:C0520775
tandospirone,CHEBI:145673,bruxism,MONDO:0002443
cefapirin,CHEBI:554446,Haemophilus influenzae pneumonia,UMLS:C0276026
dexibuprofen,CHEBI:43415,Fever,HP:0001945
prednisolone,CHEBI:8378,Transplanted organ rejection,UMLS:C0345468
amphotericin B,CHEBI:2682,sinusitis,MONDO:0005961
cromoglicic acid,CHEBI:59773,systemic mastocytosis,MONDO:0016586
zonisamide,CHEBI:10127,Lewy body dementia,MONDO:0007488
cefixime,CHEBI:93248,Group A Streptococcal Infections,UMLS:C0554628
prednisone,CHEBI:8382,juvenile idiopathic arthritis,MONDO:0011429
cefotaxime,CHEBI:94427,osteomyelitis,MONDO:0005246
norfloxacin,CHEBI:100246,Klebsiella pneumonia,MONDO:0030602
prednisolone,CHEBI:8378,angioedema,MONDO:0010481
ledipasvir,CHEBI:85089,chronic hepatitis C virus infection,MONDO:0005354
cortisol,CHEBI:5783,Corneal Abrasions,UMLS:C0010032
oxcarbazepine,CHEBI:7824,Focal aware seizure,HP:0002349
cefuroxime,CHEBI:3515,Haemophilus influenzae pneumonia,UMLS:C0276026
imiquimod,CHEBI:36704,actinic keratosis,MONDO:0005173
cefmetazole,CHEBI:3489,Pneumonia caused by Escherichia coli,UMLS:C0276089
mometasone,CHEBI:6970,allergic rhinitis,MONDO:0011786
carbenicillin,CHEBI:3393,Bacterial urinary infection,UMLS:C0729524
cyclophosphamide,CHEBI:4027,acute myeloblastic leukemia without maturation,MONDO:0005224
triprolidine,CHEBI:84116,Rhinorrhea,HP:0031417
betamethasone,CHEBI:3077,Laryngeal edema,HP:0012027
perampanel,CHEBI:71013,Secondarily generalized seizures,UMLS:C0270838
dyclonine,CHEBI:4724,Skin Irritation,NCIT:C50743
doxycycline,PUBCHEM.COMPOUND:54671203,lymphogranuloma venereum,MONDO:0005834
methylprednisolone,CHEBI:6888,Post traumatic osteoarthritis,UMLS:C2894027
oxytetracycline,CHEBI:133011,Q fever,MONDO:0019186
desoximetasone,CHEBI:691037,Psoriasis of scalp,UMLS:C0406326
prednisolone,CHEBI:8378,dacryocystitis,MONDO:0004926
amphotericin B,CHEBI:2682,granuloma inguinale,MONDO:0005777
methylergonovine,CHEBI:92607,Post-partum hemorrhage,HP:0011891
